# Solver information
# Time        	h_solver      	h_initial     	h_final       	h_iters       	h_converged   
15.5556       	DICPCG	6.968610e-03	5.716390e-09	2	true
15.6407       	DICPCG	8.291550e-03	9.742140e-09	2	true
15.7414       	DICPCG	9.739220e-03	1.608320e-08	2	true
15.8601       	DICPCG	1.134880e-02	2.594430e-08	2	true
16.0007       	DICPCG	1.324010e-02	4.199510e-08	2	true
16.1586       	DICPCG	1.455650e-02	5.781250e-08	2	true
16.1877       	DICPCG	2.872730e-03	3.790290e-10	2	true
16.2223       	DICPCG	3.458250e-03	6.725610e-10	2	true
16.2639       	DICPCG	4.183500e-03	1.196440e-09	2	true
16.3139       	DICPCG	4.953980e-03	2.084590e-09	2	true
16.3738       	DICPCG	5.870480e-03	3.574770e-09	2	true
16.4451       	DICPCG	6.826190e-03	5.908320e-09	2	true
16.5298       	DICPCG	7.904770e-03	9.589040e-09	2	true
16.6294       	DICPCG	9.023950e-03	1.501990e-08	2	true
16.7441       	DICPCG	1.006150e-02	2.217500e-08	2	true
16.8772       	DICPCG	1.151130e-02	3.487820e-08	2	true
16.9473       	DICPCG	5.897680e-03	4.798640e-09	2	true
17.0052       	DICPCG	4.776880e-03	2.689920e-09	2	true
17.0306       	DICPCG	2.068470e-03	6.765230e-07	1	true
17.061        	DICPCG	2.454520e-03	9.592430e-07	1	true
17.0974       	DICPCG	2.913680e-03	6.758940e-10	2	true
17.1411       	DICPCG	3.456060e-03	1.174020e-09	2	true
17.1935       	DICPCG	4.088480e-03	2.034770e-09	2	true
17.2564       	DICPCG	4.829540e-03	3.525040e-09	2	true
17.3323       	DICPCG	5.712100e-03	6.148940e-09	2	true
17.4236       	DICPCG	6.723440e-03	1.058640e-08	2	true
17.5334       	DICPCG	7.897130e-03	1.822320e-08	2	true
17.6644       	DICPCG	9.166860e-03	3.056690e-08	2	true
17.8205       	DICPCG	1.058530e-02	5.093560e-08	2	true
18.0094       	DICPCG	1.241280e-02	8.892200e-08	2	true
18.2279       	DICPCG	1.401230e-02	1.353940e-07	2	true
18.2344       	DICPCG	4.157850e-04	3.519890e-08	1	true
18.2422       	DICPCG	5.078020e-04	5.203260e-08	1	true
18.2516       	DICPCG	6.234200e-04	7.726820e-08	1	true
18.2628       	DICPCG	7.644760e-04	1.145520e-07	1	true
18.2763       	DICPCG	9.382270e-04	1.697880e-07	1	true
18.2924       	DICPCG	1.148320e-03	2.509830e-07	1	true
18.3118       	DICPCG	1.403710e-03	3.705830e-07	1	true
18.3351       	DICPCG	1.719010e-03	5.498260e-07	1	true
18.3631       	DICPCG	2.105570e-03	8.164490e-07	1	true
18.3968       	DICPCG	2.581580e-03	5.150750e-10	2	true
18.4373       	DICPCG	3.160860e-03	9.282380e-10	2	true
18.4859       	DICPCG	3.851310e-03	1.645570e-09	2	true
18.5441       	DICPCG	4.663210e-03	2.853200e-09	2	true
18.6135       	DICPCG	5.611390e-03	4.840900e-09	2	true
18.6964       	DICPCG	6.766410e-03	8.126190e-09	2	true
18.7965       	DICPCG	8.239430e-03	1.388410e-08	2	true
18.9158       	DICPCG	9.895350e-03	2.280070e-08	2	true
19.0573       	DICPCG	1.177100e-02	3.727740e-08	2	true
19.2271       	DICPCG	1.411470e-02	6.391110e-08	2	true
19.4262       	DICPCG	1.611300e-02	1.034140e-07	2	true
19.4623       	DICPCG	3.040670e-03	5.146900e-10	2	true
19.5025       	DICPCG	3.408060e-03	7.107550e-10	2	true
19.5507       	DICPCG	4.127190e-03	1.238840e-09	2	true
19.6087       	DICPCG	4.952920e-03	2.172260e-09	2	true
19.6778       	DICPCG	5.869620e-03	3.711740e-09	2	true
19.7609       	DICPCG	7.002570e-03	6.466980e-09	2	true
19.8617       	DICPCG	8.342020e-03	1.147900e-08	2	true
19.9812       	DICPCG	9.668380e-03	1.898470e-08	2	true
20.1246       	DICPCG	1.127710e-02	3.321800e-08	2	true
20.26         	DICPCG	1.029000e-02	2.725450e-08	2	true
20.2804       	DICPCG	1.612870e-03	3.377290e-07	1	true
20.3049       	DICPCG	1.971370e-03	5.040870e-07	1	true
20.3342       	DICPCG	2.379720e-03	7.443880e-07	1	true
20.3693       	DICPCG	2.831330e-03	5.159480e-10	2	true
20.4114       	DICPCG	3.351690e-03	9.118220e-10	2	true
20.4618       	DICPCG	3.966380e-03	1.580410e-09	2	true
20.5224       	DICPCG	4.717710e-03	2.697440e-09	2	true
20.5946       	DICPCG	5.638390e-03	4.491490e-09	2	true
20.681        	DICPCG	6.778910e-03	7.469640e-09	2	true
20.7838       	DICPCG	8.059830e-03	1.222050e-08	2	true
20.9078       	DICPCG	9.644580e-03	2.111590e-08	2	true
21.0539       	DICPCG	1.117920e-02	3.418320e-08	2	true
21.2184       	DICPCG	1.239950e-02	4.847650e-08	2	true
21.2599       	DICPCG	3.108530e-03	6.692000e-10	2	true
21.3061       	DICPCG	3.457260e-03	9.199530e-10	2	true
21.3612       	DICPCG	4.074640e-03	1.535920e-09	2	true
21.4274       	DICPCG	4.844590e-03	2.607830e-09	2	true
21.5068       	DICPCG	5.755560e-03	4.460190e-09	2	true
21.6012       	DICPCG	6.766650e-03	7.412950e-09	2	true
21.7145       	DICPCG	8.160420e-03	1.302010e-08	2	true
21.8278       	DICPCG	8.005820e-03	1.281830e-08	2	true
21.8472       	DICPCG	1.427130e-03	2.922320e-07	1	true
21.8703       	DICPCG	1.729050e-03	4.236480e-07	1	true
21.8979       	DICPCG	2.107600e-03	6.214390e-07	1	true
21.9313       	DICPCG	2.543270e-03	8.965090e-07	1	true
21.9712       	DICPCG	3.015870e-03	5.404030e-10	2	true
22.0192       	DICPCG	3.595820e-03	9.557430e-10	2	true
22.0766       	DICPCG	4.229560e-03	1.627600e-09	2	true
22.1445       	DICPCG	4.941890e-03	2.720580e-09	2	true
22.2261       	DICPCG	5.846110e-03	4.718010e-09	2	true
22.3252       	DICPCG	6.959030e-03	8.476480e-09	2	true
22.4415       	DICPCG	7.972600e-03	1.366620e-08	2	true
22.5836       	DICPCG	9.483680e-03	2.505930e-08	2	true
22.7447       	DICPCG	1.051230e-02	3.614870e-08	2	true
22.8634       	DICPCG	7.933160e-03	1.448740e-08	2	true
22.8979       	DICPCG	2.435000e-03	8.732620e-07	1	true
22.9368       	DICPCG	2.864800e-03	5.654270e-10	2	true
22.9827       	DICPCG	3.442040e-03	9.509840e-10	2	true
23.0372       	DICPCG	4.107200e-03	1.596540e-09	2	true
23.1026       	DICPCG	4.948920e-03	2.717500e-09	2	true
23.1817       	DICPCG	6.000290e-03	4.641710e-09	2	true
23.2774       	DICPCG	7.163720e-03	7.918420e-09	2	true
23.3922       	DICPCG	8.385030e-03	1.333500e-08	2	true
23.5262       	DICPCG	9.457850e-03	2.100700e-08	2	true
23.5876       	DICPCG	4.295880e-03	1.831430e-09	2	true
23.6304       	DICPCG	2.959000e-03	5.981700e-10	2	true
23.6811       	DICPCG	3.496250e-03	1.004800e-09	2	true
23.7411       	DICPCG	4.104090e-03	1.673720e-09	2	true
23.811        	DICPCG	4.765110e-03	2.688940e-09	2	true
23.8959       	DICPCG	5.738590e-03	4.901820e-09	2	true
23.9963       	DICPCG	6.724650e-03	8.232720e-09	2	true
24.1218       	DICPCG	8.282730e-03	1.644020e-08	2	true
24.2681       	DICPCG	9.608970e-03	2.696900e-08	2	true
24.3495       	DICPCG	5.390340e-03	4.252830e-09	2	true
24.3704       	DICPCG	1.422980e-03	3.039410e-07	1	true
24.3947       	DICPCG	1.674210e-03	4.128580e-07	1	true
24.4235       	DICPCG	2.030690e-03	5.898240e-07	1	true
24.4574       	DICPCG	2.413330e-03	8.166410e-07	1	true
24.4991       	DICPCG	2.996060e-03	5.628520e-10	2	true
24.5492       	DICPCG	3.612350e-03	1.009740e-09	2	true
24.6056       	DICPCG	4.055410e-03	1.474650e-09	2	true
24.6713       	DICPCG	4.719660e-03	2.393410e-09	2	true
24.7535       	DICPCG	5.866540e-03	4.843940e-09	2	true
24.8767       	DICPCG	8.684660e-03	1.719200e-08	2	true
25            	DICPCG	8.519230e-03	1.680280e-08	2	true
25.1479       	DICPCG	9.924240e-03	2.910320e-08	2	true
25.3158       	DICPCG	1.123010e-02	4.169770e-08	2	true
25.3383       	DICPCG	1.495500e-03	3.597700e-07	1	true
25.3647       	DICPCG	1.736780e-03	5.104950e-07	1	true
25.3962       	DICPCG	2.054310e-03	7.412330e-07	1	true
25.4339       	DICPCG	2.459960e-03	4.306760e-10	2	true
25.4792       	DICPCG	2.976460e-03	7.387480e-10	2	true
25.5334       	DICPCG	3.616180e-03	1.275580e-09	2	true
25.5985       	DICPCG	4.392750e-03	2.228500e-09	2	true
25.6765       	DICPCG	5.314940e-03	3.882060e-09	2	true
25.77         	DICPCG	6.413140e-03	6.777200e-09	2	true
25.8822       	DICPCG	7.679420e-03	1.187410e-08	2	true
26.0169       	DICPCG	9.114300e-03	2.097270e-08	2	true
26.1737       	DICPCG	1.050960e-02	3.345440e-08	2	true
26.2297       	DICPCG	3.854110e-03	1.354320e-09	2	true
26.2604       	DICPCG	2.222110e-03	7.658330e-07	1	true
26.2973       	DICPCG	2.713470e-03	4.115540e-10	2	true
26.3406       	DICPCG	3.255820e-03	6.942900e-10	2	true
26.3924       	DICPCG	3.924070e-03	1.219030e-09	2	true
26.454        	DICPCG	4.692330e-03	2.095270e-09	2	true
26.5276       	DICPCG	5.588970e-03	3.588140e-09	2	true
26.6155       	DICPCG	6.625400e-03	6.133990e-09	2	true
26.7204       	DICPCG	7.782150e-03	1.035970e-08	2	true
26.8442       	DICPCG	9.038980e-03	1.696370e-08	2	true
26.9927       	DICPCG	1.058170e-02	2.916320e-08	2	true
27.1606       	DICPCG	1.187320e-02	4.255480e-08	2	true
27.2135       	DICPCG	3.818010e-03	1.155510e-09	2	true
27.2597       	DICPCG	3.389290e-03	7.696150e-10	2	true
27.3152       	DICPCG	4.020350e-03	1.325320e-09	2	true
27.3811       	DICPCG	4.718080e-03	2.226360e-09	2	true
27.4602       	DICPCG	5.526240e-03	3.813320e-09	2	true
27.5549       	DICPCG	6.526190e-03	6.562280e-09	2	true
27.6683       	DICPCG	7.547750e-03	1.119410e-08	2	true
27.7988       	DICPCG	8.846450e-03	1.757090e-08	2	true
27.8205       	DICPCG	1.492340e-03	3.040680e-07	1	true
27.8461       	DICPCG	1.803300e-03	4.467340e-07	1	true
27.8768       	DICPCG	2.201670e-03	6.698080e-07	1	true
27.9137       	DICPCG	2.683830e-03	3.983350e-10	2	true
27.958        	DICPCG	3.263790e-03	7.255450e-10	2	true
28.0111       	DICPCG	3.949140e-03	1.307080e-09	2	true
28.0748       	DICPCG	4.752740e-03	2.326520e-09	2	true
28.1512       	DICPCG	5.682990e-03	4.074630e-09	2	true
28.243        	DICPCG	6.763230e-03	7.071740e-09	2	true
28.3529       	DICPCG	7.965490e-03	1.201600e-08	2	true
28.4849       	DICPCG	9.372830e-03	2.058080e-08	2	true
28.6431       	DICPCG	1.096230e-02	3.547080e-08	2	true
28.7041       	DICPCG	4.260550e-03	1.755920e-09	2	true
28.7345       	DICPCG	2.170330e-03	6.936300e-07	1	true
28.771        	DICPCG	2.599090e-03	9.773980e-07	1	true
28.8147       	DICPCG	3.119210e-03	6.515410e-10	2	true
28.8673       	DICPCG	3.723820e-03	1.138730e-09	2	true
28.9304       	DICPCG	4.433750e-03	1.993880e-09	2	true
29.0062       	DICPCG	5.270510e-03	3.505550e-09	2	true
29.0967       	DICPCG	6.225040e-03	6.115810e-09	2	true
29.2044       	DICPCG	7.333980e-03	1.068820e-08	2	true
